date_of_interest,CASE_COUNT,PROBABLE_CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,ALL_CASE_COUNT_7DAY_AVG,HOSP_COUNT_7DAY_AVG,DEATH_COUNT_7DAY_AVG,BX_CASE_COUNT,BX_PROBABLE_CASE_COUNT,BX_HOSPITALIZED_COUNT,BX_DEATH_COUNT,BX_CASE_COUNT_7DAY_AVG,BX_PROBABLE_CASE_COUNT_7DAY_AVG,BX_ALL_CASE_COUNT_7DAY_AVG,BX_HOSPITALIZED_COUNT_7DAY_AVG,BX_DEATH_COUNT_7DAY_AVG,BK_CASE_COUNT,BK_PROBABLE_CASE_COUNT,BK_HOSPITALIZED_COUNT,BK_DEATH_COUNT,BK_CASE_COUNT_7DAY_AVG,BK_PROBABLE_CASE_COUNT_7DAY_AVG,BK_ALL_CASE_COUNT_7DAY_AVG,BK_HOSPITALIZED_COUNT_7DAY_AVG,BK_DEATH_COUNT_7DAY_AVG,MN_CASE_COUNT,MN_PROBABLE_CASE_COUNT,MN_HOSPITALIZED_COUNT,MN_DEATH_COUNT,MN_CASE_COUNT_7DAY_AVG,MN_PROBABLE_CASE_COUNT_7DAY_AVG,MN_ALL_CASE_COUNT_7DAY_AVG,MN_HOSPITALIZED_COUNT_7DAY_AVG,MN_DEATH_COUNT_7DAY_AVG,QN_CASE_COUNT,QN_PROBABLE_CASE_COUNT,QN_HOSPITALIZED_COUNT,QN_DEATH_COUNT,QN_CASE_COUNT_7DAY_AVG,QN_PROBABLE_CASE_COUNT_7DAY_AVG,QN_ALL_CASE_COUNT_7DAY_AVG,QN_HOSPITALIZED_COUNT_7DAY_AVG,QN_DEATH_COUNT_7DAY_AVG,SI_CASE_COUNT,SI_PROBABLE_CASE_COUNT,SI_HOSPITALIZED_COUNT,SI_DEATH_COUNT,SI_CASE_COUNT_7DAY_AVG,SI_PROBABLE_CASE_COUNT_7DAY_AVG,SI_ALL_CASE_COUNT_7DAY_AVG,SI_HOSPITALIZED_COUNT_7DAY_AVG,SI_DEATH_COUNT_7DAY_AVG,INCOMPLETE
03/10/2020,69,0,60,0,24,24,21,0,8,0,7,0,2,0,2,3,0,11,0,13,0,6,0,6,6,0,24,0,12,0,9,0,9,4,0,24,0,23,0,7,0,7,6,0,2,0,5,0,1,0,1,1,0,0
03/11/2020,155,0,78,1,46,46,32,0,19,0,23,0,5,0,5,6,0,31,0,11,0,10,0,10,7,0,62,0,19,0,17,0,17,7,0,40,0,23,1,12,0,12,10,0,3,0,2,0,2,0,2,2,0,0
03/12/2020,355,1,106,0,96,96,45,0,29,0,19,0,9,0,9,9,0,96,1,33,0,23,0,23,11,0,137,0,16,0,37,0,37,9,0,80,0,35,0,23,0,23,14,0,13,0,3,0,3,0,3,2,0,0
03/13/2020,619,0,152,0,183,183,66,0,79,0,26,0,20,0,20,13,0,166,0,44,0,47,0,47,18,0,182,0,31,0,62,0,62,13,0,166,0,49,0,47,0,47,21,0,26,0,2,0,7,0,7,2,0,0
03/14/2020,642,1,177,3,274,274,90,1,86,0,22,0,33,0,33,16,0,163,0,40,1,70,0,70,23,0,176,1,36,1,87,0,87,18,0,194,0,72,1,74,0,74,31,0,23,0,7,0,10,0,10,3,0,0
03/15/2020,1034,0,210,4,419,419,117,1,119,0,37,1,49,0,49,20,0,432,0,53,0,131,0,131,29,0,205,0,33,2,116,0,116,22,0,231,0,67,1,106,0,106,40,0,47,0,20,0,17,0,17,6,0,0
03/16/2020,2121,2,338,9,714,714,160,2,305,0,72,3,92,0,92,29,1,740,1,92,2,234,0,234,41,0,457,0,45,0,178,0,178,27,0,528,1,114,4,180,0,181,55,1,91,0,15,0,29,0,29,8,0,0
03/17/2020,2451,4,385,12,1054,1055,207,4,343,0,60,1,140,0,140,37,1,783,3,98,7,344,1,345,53,1,567,0,76,0,255,0,255,37,0,650,0,128,3,270,0,270,70,1,108,1,23,1,44,0,45,10,0,0
03/18/2020,2971,4,494,24,1456,1458,266,7,482,1,110,2,206,0,206,49,1,965,2,123,8,478,1,479,69,3,538,1,87,5,323,0,323,46,1,835,0,152,9,383,0,384,88,3,150,0,22,0,65,0,66,13,0,0
03/19/2020,3706,4,631,27,1935,1937,341,11,623,3,135,7,291,1,292,66,2,1204,0,157,6,636,1,637,87,3,555,1,105,4,383,0,383,59,2,1065,0,208,6,524,0,524,113,3,258,0,26,4,100,0,101,16,1,0
03/20/2020,4007,3,738,49,2419,2421,425,18,723,0,126,13,383,1,384,80,4,1136,0,220,10,775,1,776,112,5,653,1,112,12,450,1,451,71,3,1185,1,247,10,670,0,670,141,5,310,1,33,4,141,0,141,21,1,0
03/21/2020,2639,7,734,51,2704,2708,504,25,491,2,158,14,441,1,442,100,6,554,2,182,14,831,1,832,132,7,399,1,117,6,482,1,483,82,4,947,0,244,14,777,0,778,166,7,248,2,33,3,173,1,174,25,2,0
03/22/2020,2580,4,773,52,2925,2929,585,32,495,0,173,12,495,1,495,119,7,755,1,206,10,877,1,878,154,8,317,2,131,9,498,1,499,96,5,696,0,229,14,844,0,844,189,9,317,1,34,7,212,1,212,27,3,0
03/23/2020,3570,15,1131,96,3132,3138,698,44,730,2,219,14,555,1,556,140,9,909,1,294,28,901,1,902,183,12,530,4,185,10,508,1,510,116,7,1192,8,390,36,939,1,940,228,13,209,0,43,8,229,1,229,31,4,0
03/24/2020,4497,12,1301,107,3424,3431,829,58,927,0,270,14,639,1,640,170,11,1212,5,359,28,962,2,964,220,15,619,2,204,19,516,2,518,134,9,1389,5,420,40,1044,2,1046,270,18,350,0,48,6,263,1,264,34,5,0
03/25/2020,4873,18,1434,143,3696,3705,963,75,1068,4,313,35,722,2,724,199,16,1255,7,422,44,1004,2,1006,263,20,586,4,200,24,523,2,525,151,12,1570,3,447,36,1149,2,1152,312,22,394,0,52,4,298,1,299,38,5,0
03/26/2020,5044,43,1535,229,3887,3902,1092,104,998,8,316,45,776,2,778,225,21,1372,10,487,60,1028,4,1031,310,28,625,4,225,33,533,3,535,168,16,1644,19,451,79,1232,5,1237,347,33,405,2,56,12,319,1,320,43,6,0
03/27/2020,5119,46,1585,262,4046,4067,1213,134,1090,11,314,47,828,4,832,252,26,1425,12,472,87,1069,5,1074,346,39,656,6,222,47,533,3,536,183,21,1576,17,513,74,1288,7,1295,385,42,372,0,64,7,328,1,329,47,7,0
03/28/2020,3478,51,1394,323,4166,4193,1308,173,761,12,312,74,867,5,872,274,34,863,15,395,92,1113,7,1120,376,50,388,6,186,34,532,4,536,193,25,1201,17,451,109,1324,10,1334,414,55,265,1,50,14,330,1,331,50,8,0
03/29/2020,3560,66,1509,356,4306,4342,1413,217,699,10,320,65,896,7,903,295,42,1149,21,463,110,1169,10,1179,413,64,407,11,158,46,544,5,550,197,30,1075,21,504,115,1378,13,1391,454,70,230,3,64,20,318,1,319,54,10,0
03/30/2020,6129,92,1858,414,4671,4718,1517,262,1315,20,350,94,980,9,989,314,53,1754,27,555,133,1290,14,1304,450,79,802,18,272,52,583,7,591,210,36,1859,27,609,125,1473,16,1489,485,83,398,0,72,10,345,1,346,58,10,0
03/31/2020,5458,89,1816,476,4809,4867,1590,315,1282,18,390,117,1030,12,1042,331,68,1512,28,544,156,1333,17,1350,477,97,616,12,221,54,583,9,592,212,41,1811,30,592,126,1534,19,1553,510,95,237,1,69,23,329,1,330,61,13,0
04/01/2020,5448,109,1768,556,4891,4962,1638,374,1240,19,374,112,1055,14,1069,339,79,1590,34,515,169,1381,21,1402,490,115,573,15,217,74,581,10,591,214,49,1781,38,579,182,1564,24,1588,528,116,264,3,83,19,310,1,312,65,15,0
04/02/2020,5746,178,1684,676,4991,5081,1659,438,1289,45,354,142,1097,19,1116,345,93,1610,52,444,222,1415,27,1442,484,138,652,14,242,76,585,12,597,217,55,1826,60,570,200,1590,30,1620,545,133,369,7,74,36,305,2,307,68,18,0
04/03/2020,5670,179,1712,676,5070,5179,1677,497,1452,36,381,151,1148,23,1171,354,108,1440,66,449,209,1417,35,1452,481,156,671,22,255,73,587,14,601,222,58,1762,51,559,210,1616,35,1651,552,152,345,4,68,33,301,3,304,69,22,0
04/04/2020,3866,203,1460,715,5125,5256,1687,553,1012,44,312,150,1184,27,1212,354,119,920,67,375,233,1425,42,1467,478,176,385,27,198,89,587,17,604,223,66,1203,62,521,220,1617,41,1658,562,168,345,3,54,23,313,3,316,69,23,0
04/05/2020,3782,180,1406,758,5157,5304,1672,610,822,34,306,158,1202,31,1233,352,132,1144,59,401,224,1424,48,1472,469,192,356,23,190,109,579,19,598,228,75,1136,58,437,239,1625,47,1672,552,186,323,6,72,28,326,3,329,70,25,0
04/06/2020,6353,240,1750,816,5189,5357,1657,668,1514,42,388,154,1230,34,1264,358,141,1461,92,471,261,1382,57,1439,457,211,721,33,261,102,568,21,589,226,82,1927,65,547,267,1635,52,1687,544,206,730,8,83,32,373,5,378,72,28,0
04/07/2020,6044,233,1590,831,5273,5462,1624,718,1463,46,331,161,1256,38,1294,349,147,1397,84,464,264,1366,65,1431,446,226,605,30,194,122,566,23,590,222,92,1949,64,532,248,1655,57,1712,535,224,630,9,69,36,429,6,435,72,30,0
04/08/2020,5574,214,1559,782,5291,5495,1594,751,1304,38,356,152,1265,41,1306,347,153,1305,79,455,250,1325,71,1397,437,238,546,24,172,90,562,25,587,216,94,1857,64,514,247,1666,61,1726,526,233,562,9,62,43,472,7,479,69,33,0
04/09/2020,5070,208,1353,767,5194,5402,1547,764,1285,39,271,147,1265,40,1304,335,153,1369,73,414,262,1291,74,1365,433,243,558,30,189,95,549,27,576,208,97,1560,57,426,229,1628,60,1688,505,237,298,9,53,34,462,7,469,66,33,0
04/10/2020,4510,205,1293,742,5028,5240,1487,773,1227,43,293,159,1232,41,1273,322,154,1145,63,327,241,1249,74,1323,415,248,495,26,176,95,524,28,551,197,100,1342,68,437,223,1568,63,1630,488,239,301,5,60,24,456,7,463,65,31,0
04/11/2020,3732,186,1048,730,5009,5219,1428,775,998,41,245,173,1230,40,1271,313,158,1131,59,296,219,1279,73,1352,404,246,304,20,131,80,512,27,539,188,99,987,61,329,225,1537,62,1599,460,240,311,5,47,33,451,7,458,64,33,0
04/12/2020,2887,180,951,754,4881,5091,1363,775,763,37,227,147,1222,41,1263,302,156,703,65,254,267,1216,74,1289,383,252,252,26,128,88,497,27,524,179,96,916,45,298,219,1505,61,1566,440,237,253,7,44,33,441,7,448,60,34,0
04/13/2020,3311,199,1156,768,4447,4650,1279,768,693,33,262,156,1105,40,1144,284,156,1066,91,325,249,1159,73,1233,362,250,393,17,169,88,450,25,475,166,94,974,50,342,242,1369,58,1428,411,233,185,8,58,33,363,7,370,56,34,0
04/14/2020,4144,152,984,659,4175,4367,1192,743,1076,39,202,150,1049,39,1088,265,155,1038,49,261,200,1108,68,1177,333,241,440,19,139,79,427,23,450,158,88,1300,41,336,202,1277,55,1332,383,227,290,4,46,28,314,7,321,53,33,0
04/15/2020,3876,122,866,578,3933,4112,1093,714,1068,33,201,128,1016,38,1054,243,151,882,31,243,164,1048,62,1109,303,229,429,22,129,78,410,23,433,152,86,1180,29,262,177,1180,50,1230,347,217,317,7,31,31,279,6,286,48,31,0
04/16/2020,3530,144,782,555,3713,3883,1011,684,940,35,172,121,966,37,1004,229,148,885,44,228,169,979,57,1036,276,216,355,15,104,69,381,21,402,139,82,1139,47,236,179,1120,49,1168,320,210,211,3,42,17,267,6,272,47,28,0
04/17/2020,3586,105,790,489,3581,3736,940,648,916,23,169,111,922,34,956,211,141,962,39,231,157,952,54,1006,263,204,330,10,106,51,358,18,376,129,76,1099,29,252,151,1085,43,1128,294,199,279,4,32,19,264,5,269,43,28,0
04/18/2020,2172,123,584,513,3358,3504,873,617,552,24,133,86,858,32,890,195,128,575,36,155,152,873,51,924,242,194,187,15,83,72,341,18,359,123,75,705,42,184,178,1045,40,1085,273,193,153,6,29,25,241,6,247,40,27,0
04/19/2020,2342,96,536,494,3280,3415,814,579,531,22,142,102,825,30,855,183,122,635,25,124,141,863,45,908,224,176,176,18,69,67,330,17,347,114,72,866,23,173,157,1038,37,1075,255,184,134,8,28,27,224,6,230,38,26,0
04/20/2020,3792,101,641,465,3349,3469,740,536,981,23,141,101,866,28,895,166,114,983,31,187,126,851,36,888,204,158,381,12,95,62,328,16,344,104,68,1223,30,186,154,1073,34,1108,233,171,224,5,32,22,230,5,235,34,24,0
04/21/2020,3061,103,587,426,3194,3308,684,503,641,20,141,90,804,26,830,157,106,896,31,160,123,831,34,865,190,147,371,13,90,60,318,15,333,97,66,937,34,172,137,1021,33,1055,209,162,216,5,24,16,219,5,225,31,22,0
04/22/2020,3446,88,519,399,3133,3241,634,477,927,19,119,86,784,24,808,145,100,854,23,139,130,827,33,860,175,143,382,18,90,55,312,14,326,91,62,1109,24,154,110,1011,33,1044,194,152,173,4,17,18,199,5,204,29,21,0
04/23/2020,2841,85,448,415,3034,3134,586,457,735,16,109,74,755,21,776,136,93,786,25,126,131,813,30,843,160,137,400,10,55,57,318,14,332,84,61,793,30,136,136,962,30,992,180,146,127,4,22,17,187,5,192,26,21,0
04/24/2020,2535,66,474,380,2884,2979,541,442,579,15,99,77,707,20,726,126,88,630,20,128,113,766,27,793,146,131,408,9,80,56,329,14,343,80,61,775,19,138,117,915,29,944,163,141,143,3,29,17,167,5,172,26,20,0
04/25/2020,1595,60,327,325,2802,2887,505,415,418,6,79,63,687,17,705,119,85,404,23,94,100,741,25,767,137,123,145,6,42,46,323,12,336,74,58,540,23,89,105,892,26,918,150,131,88,2,23,11,158,4,162,25,18,0
04/26/2020,1003,55,307,300,2610,2690,472,387,196,11,74,65,640,16,655,109,79,332,21,75,82,698,25,723,130,115,98,13,41,47,312,12,324,70,55,331,7,100,96,815,24,839,139,122,46,3,17,10,145,4,149,23,16,0
04/27/2020,2290,52,370,322,2396,2469,433,367,551,11,90,65,578,14,592,102,74,607,18,92,104,644,23,667,116,112,302,5,61,35,301,11,311,66,51,723,15,107,106,744,22,766,128,115,107,3,20,12,129,3,132,22,14,0
04/28/2020,2726,38,356,267,2348,2411,400,344,668,11,88,67,582,13,595,94,71,709,12,92,69,617,20,638,107,104,323,5,56,40,294,9,303,61,48,896,8,106,81,738,18,756,119,107,130,2,14,10,116,3,119,20,14,0
04/29/2020,2339,37,313,274,2190,2246,371,326,557,7,77,47,529,11,540,88,65,683,13,93,84,593,19,612,100,98,285,5,43,37,280,8,288,54,45,691,10,87,90,678,16,694,109,104,123,2,13,16,109,3,112,20,13,0
04/30/2020,2021,30,254,253,2073,2121,343,303,482,6,58,51,493,10,503,81,62,600,12,74,77,566,17,583,93,90,217,3,31,38,254,7,261,51,43,592,8,79,75,650,13,663,101,96,130,1,12,12,110,2,112,18,13,0
05/01/2020,1886,47,263,256,1980,2026,313,285,450,7,70,52,475,8,483,77,59,497,16,66,71,547,16,564,84,84,240,6,33,30,230,6,236,44,39,621,12,81,89,628,12,640,93,92,78,6,13,14,100,3,103,16,12,0
05/02/2020,1058,35,208,224,1903,1945,296,271,263,7,50,56,452,9,461,72,58,263,14,53,59,527,15,542,78,78,138,5,23,27,229,6,235,41,36,333,8,64,69,598,10,608,89,87,61,1,18,13,96,3,99,15,12,0
05/03/2020,787,33,216,210,1872,1911,283,258,153,6,44,33,446,8,454,68,53,245,12,57,57,515,14,529,75,74,103,3,33,38,230,5,234,40,35,251,11,69,66,587,10,597,85,82,35,1,13,16,95,2,97,15,13,0
05/04/2020,1549,37,240,195,1767,1803,264,240,349,7,57,41,417,7,425,63,50,461,11,72,53,494,13,507,72,67,214,11,38,30,217,5,223,37,34,437,4,59,59,546,9,555,78,76,88,4,14,12,92,2,95,14,13,0
05/05/2020,1512,18,213,169,1593,1627,244,226,294,2,64,28,364,6,370,60,44,432,8,64,57,454,12,467,68,65,242,2,25,20,206,5,211,32,31,462,6,49,52,484,8,492,70,71,82,0,11,12,85,2,87,13,14,0
05/06/2020,1397,31,213,182,1459,1492,230,213,279,9,56,38,324,6,331,57,43,450,15,62,53,421,13,434,64,61,165,3,27,20,188,5,193,30,29,443,4,54,63,448,8,456,65,68,60,0,14,8,76,2,78,14,12,0
05/07/2020,1238,18,176,159,1347,1378,218,199,298,4,43,32,298,6,304,55,40,403,8,52,54,393,12,405,61,58,119,2,18,25,174,5,179,28,27,358,2,50,42,415,7,422,61,63,60,2,13,6,66,2,68,14,12,0
05/08/2020,1079,25,166,155,1231,1260,205,185,250,7,41,29,269,6,275,51,37,344,5,52,48,371,10,382,59,54,99,6,20,18,154,5,159,26,25,344,7,42,55,375,6,381,55,58,42,0,11,5,61,1,62,13,10,0
05/09/2020,657,11,123,110,1174,1199,192,169,175,0,31,21,257,5,262,48,32,119,7,38,35,351,9,360,57,51,75,4,12,18,145,4,150,25,24,256,0,33,33,364,5,369,51,53,32,0,9,3,57,1,58,12,9,0
05/10/2020,457,12,105,114,1127,1149,177,155,75,4,24,16,246,5,250,45,29,188,5,36,31,342,8,351,54,47,95,2,22,21,144,4,148,23,22,85,1,18,38,341,3,344,44,49,14,0,5,8,54,1,55,11,8,0
05/11/2020,1231,17,180,120,1082,1100,168,144,226,4,46,31,228,4,232,44,28,410,8,49,40,335,8,343,50,45,192,3,23,17,141,3,144,21,20,376,1,58,28,332,3,335,43,44,27,1,4,4,45,0,46,10,7,0
05/12/2020,1285,17,113,108,1049,1068,154,135,355,3,26,23,237,4,241,38,27,400,6,38,39,331,8,338,47,43,163,3,13,17,130,3,133,19,19,314,5,26,23,311,3,314,40,40,53,0,10,6,41,0,42,9,6,0
05/13/2020,1333,9,130,92,1040,1056,142,123,461,2,27,18,263,3,266,34,24,362,3,46,26,318,6,324,44,39,156,2,18,10,128,3,132,18,18,307,2,27,32,291,3,294,36,36,47,0,12,6,39,0,40,9,5,0
05/14/2020,1111,16,142,86,1022,1037,137,112,256,1,26,12,257,3,260,32,21,332,4,38,18,308,5,313,42,34,149,6,23,22,133,4,136,19,18,332,3,44,26,288,3,290,35,34,42,2,11,8,37,0,37,9,6,0
05/15/2020,873,11,128,98,992,1006,132,104,181,1,25,16,247,2,249,29,20,259,4,43,32,296,5,301,41,32,135,5,22,16,138,4,141,19,17,265,1,31,28,276,2,278,34,30,33,0,7,6,35,0,36,8,6,0
05/16/2020,485,20,91,100,968,982,127,103,108,1,17,27,237,2,240,27,20,165,11,30,33,302,6,308,40,31,51,3,11,12,134,3,138,19,16,136,5,30,26,259,3,262,33,29,25,0,3,2,34,0,35,7,6,0
05/17/2020,360,12,80,89,954,969,123,99,56,2,23,21,235,2,237,27,21,138,4,18,24,295,6,301,37,30,50,1,7,12,128,3,131,17,15,106,5,27,30,262,3,265,35,28,10,0,5,2,34,0,34,7,5,0
05/18/2020,894,8,111,67,906,919,114,91,187,0,21,11,229,1,231,24,18,266,3,28,20,275,5,280,34,27,128,2,23,9,119,3,122,17,14,275,3,33,25,248,3,251,31,27,38,0,6,2,35,0,36,8,5,0
05/19/2020,1002,9,114,64,865,878,114,85,182,2,26,14,204,1,206,24,17,326,5,38,21,264,5,269,34,25,165,0,19,10,119,3,122,18,13,287,2,25,14,244,3,247,31,26,42,0,6,5,34,0,34,7,4,0
05/20/2020,1077,6,80,84,829,841,107,84,278,0,17,15,178,1,179,22,17,323,2,32,22,258,5,263,32,24,164,1,11,13,120,3,123,17,13,256,3,15,27,237,3,240,29,25,56,0,5,7,35,0,35,6,5,0
05/21/2020,1069,7,83,51,823,833,98,79,199,3,20,14,170,1,171,21,17,336,4,30,19,259,5,264,31,24,145,0,9,6,120,2,121,15,11,311,0,19,9,234,3,236,26,23,78,0,5,3,40,0,40,5,4,0
05/22/2020,1036,14,102,79,846,857,94,76,264,2,25,15,182,1,183,21,17,350,8,33,23,272,5,277,30,23,153,1,14,6,122,1,123,13,10,237,2,26,29,230,3,233,25,23,32,1,4,6,40,0,40,5,4,0
05/23/2020,455,4,75,64,842,850,92,71,90,0,18,17,179,1,181,21,15,143,2,22,22,269,4,273,29,22,47,1,10,8,122,1,123,13,9,138,1,21,15,230,2,232,24,21,37,0,4,2,42,0,42,5,4,0
05/24/2020,467,6,86,54,857,865,93,66,101,0,19,13,186,1,187,21,14,161,2,22,14,272,4,276,29,20,69,2,21,7,124,1,125,15,8,121,2,19,15,232,2,234,23,19,15,0,5,5,43,0,43,5,4,0
05/25/2020,464,6,79,53,796,803,88,64,103,2,25,10,174,1,175,21,14,160,0,20,14,257,3,260,28,19,69,1,11,13,116,1,117,14,9,116,3,20,14,209,2,211,21,18,16,0,3,2,39,0,40,5,4,0
05/26/2020,1050,7,76,42,803,810,83,61,283,3,22,12,188,1,190,21,14,313,1,20,12,255,3,258,26,18,127,2,9,8,111,1,112,12,9,269,1,21,9,207,2,209,20,17,58,0,4,1,42,0,42,4,4,0
05/27/2020,740,4,75,51,754,761,82,56,184,0,18,9,175,1,176,21,13,241,2,19,12,243,3,246,24,17,107,2,11,10,102,1,104,12,8,165,0,24,18,194,1,195,21,16,43,0,3,2,40,0,40,4,3,0
05/28/2020,646,5,79,41,694,701,82,55,119,0,14,12,163,1,164,20,13,219,3,26,15,227,3,229,23,16,97,0,11,3,96,1,97,12,8,181,2,21,10,175,2,177,22,16,30,0,7,1,33,0,33,4,3,0
05/29/2020,638,13,84,51,637,644,79,51,164,4,20,9,149,1,150,19,12,161,5,22,18,200,2,202,22,15,74,1,11,6,84,1,86,12,8,212,1,28,14,172,1,173,22,14,27,2,3,4,32,0,33,4,2,0
05/30/2020,346,5,54,56,622,628,76,50,82,1,14,14,148,1,149,19,11,101,0,18,10,194,2,196,21,14,38,2,6,14,83,1,84,11,9,110,2,14,17,168,2,169,21,14,15,0,2,1,29,0,29,4,2,0
05/31/2020,230,9,60,42,588,595,72,48,30,3,13,7,138,2,140,18,10,84,2,17,12,183,2,185,20,13,25,1,9,5,77,1,78,10,8,79,3,21,16,162,2,163,21,14,12,0,0,2,29,0,29,3,2,0
06/01/2020,686,12,81,39,619,627,73,46,158,5,17,6,146,2,148,17,10,250,4,34,10,196,2,198,22,13,77,2,13,4,78,1,79,10,7,158,1,15,16,168,1,169,21,14,43,0,2,3,33,0,33,3,2,0
06/02/2020,570,10,64,45,551,559,71,46,123,0,12,8,123,2,125,15,9,178,3,23,9,176,3,179,23,12,72,1,9,8,70,1,71,10,7,163,4,14,18,153,2,154,20,16,34,2,6,2,29,1,30,3,2,0
06/03/2020,515,4,73,45,519,527,71,46,116,0,16,11,113,2,115,15,10,131,4,28,16,161,3,164,24,13,75,0,7,7,65,1,66,9,7,148,0,19,9,150,2,152,19,14,45,0,3,2,29,1,30,3,2,0
06/04/2020,517,11,75,38,500,509,70,45,127,5,15,5,114,3,117,15,9,127,3,28,12,147,3,150,24,12,86,0,10,8,64,1,65,9,7,148,2,21,10,145,2,147,19,14,29,1,1,3,29,1,30,2,2,0
06/05/2020,402,15,53,31,467,476,66,42,108,5,9,9,106,3,109,14,9,131,4,17,9,143,3,146,24,11,52,0,8,7,61,1,62,9,8,103,6,18,5,130,3,132,17,13,8,0,1,1,27,0,27,2,2,0
06/06/2020,247,7,42,36,452,462,64,39,50,0,10,12,102,3,104,13,8,58,3,10,12,137,3,140,22,11,33,2,6,1,60,1,61,9,6,99,1,14,11,128,2,131,17,12,7,1,2,0,25,1,26,2,2,0
