MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS
10040,Washington Heights (North),Manhattan,1250,2789.66,44808.28,118,263.34,13.28,9411
10044,Roosevelt Island,Manhattan,256,2187.98,11700.29,36,307.68,10.99,2329
10065,Lenox Hill/Upper East Side,Manhattan,354,1218.11,29061.49,28,96.35,5.04,7018
10069,Lincoln Square,Manhattan,66,1041.32,6338.13,2,31.56,5.39,1225
10075,Lenox Hill/Upper East Side,Manhattan,440,1861.71,23634.14,45,190.4,7.32,6012
10128,Upper East Side/Yorkville,Manhattan,705,1149.11,61351.93,41,66.83,5.51,12795
10280,Battery Park City,Manhattan,62,644.58,9618.7,0,0,4.71,1317
10282,Battery Park City,Manhattan,84,1523,5515.44,15,271.96,9.38,896
10301,Silver Lake/St. George,Staten Island,1290,3256.46,39613.55,106,267.59,15.43,8363
10302,Elm Park,Staten Island,681,3627.36,18773.99,32,170.45,19.4,3510
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,933,3556.77,26231.66,47,179.17,17.45,5348
10304,New Dorp/Todt Hill,Staten Island,1486,3500.7,42448.71,182,428.75,16.4,9063
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1343,3155.47,42560.99,80,187.97,16.22,8278
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1549,2885.31,53685.66,82,152.74,14.16,10941
10307,Tottenville,Staten Island,414,2721.08,15214.56,15,98.59,15.63,2648
10308,Great Kills,Staten Island,694,2341.8,29635.33,28,94.48,14.11,4919
10309,Charleston/Prince's Bay/Woodrow,Staten Island,905,2742.01,33004.98,31,93.93,14.73,6145
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,748,3133.51,23870.96,33,138.24,15.07,4963
10312,Annadale/Rossville,Staten Island,1644,2726.17,60304.33,59,97.84,14.92,11020
10314,Bloomfield/Freshkills Park,Staten Island,2847,3134.28,90834.29,201,221.28,15.79,18035
10451,Concourse/Melrose,Bronx,1703,3568.83,47718.77,150,314.34,15.67,10865
10452,Concourse/Highbridge,Bronx,2663,3456.87,77035.04,171,221.98,16.46,16183
10453,Morris Heights/Mount Hope/University Heights,Bronx,2632,3242.02,81184.04,165,203.24,17.32,15194
10454,Mott Haven/Port Morris,Bronx,1252,3275.48,38223.41,105,274.7,15.62,8014
10455,Mott Haven,Bronx,1425,3378.83,42174.38,111,263.19,16.55,8610
10456,Claremont/Morrisania,Bronx,2787,2982.6,93441.91,290,310.35,15.31,18206
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2435,3260.36,74685.06,186,249.05,15.42,15796
10458,Belmont/Fordham University/Kingsbridge,Bronx,2348,2801.65,83807.74,126,150.34,16.23,14463
10459,Charlotte Gardens/Hunts Point,Bronx,1646,3404.02,48354.56,166,343.3,16.32,10086
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,1841,3064.59,60073.25,127,211.41,16.5,11159
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,1955,3951.13,49479.56,138,278.9,16.7,11707
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2436,3150.04,77332.41,183,236.64,15.48,15740
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2214,3105.74,71287.33,215,301.6,13.5,16396
10464,City Island,Bronx,132,3032.28,4353.16,9,206.75,12.64,1044
10465,Country Club/Throgs Neck,Bronx,1579,3669.5,43030.43,85,197.53,16.3,9689
10466,Edenwald/Wakefield,Bronx,2573,3565.36,72166.65,169,234.18,18.53,13886
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,3761,3731.74,100784.05,321,318.5,17.35,21677
10468,Fordham/Kingsbridge/University Heights,Bronx,3046,3972.29,76681.12,221,288.21,17.03,17888
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3200,4475.01,71508.25,361,504.84,18.91,16925
10470,Wakefield/Woodlawn,Bronx,483,3424.62,14103.75,20,141.81,15.82,3053
10471,Fieldston/North Riverdale/Riverdale,Bronx,848,3991.1,21247.28,85,400.05,13.85,6121
10472,Soundview,Bronx,2180,3209.95,67913.94,188,276.82,18.8,11598
10473,Castle Hill/Clason Point/Soundview,Bronx,2114,3413.79,61925.28,137,221.23,16.84,12557
10474,Hunts Point,Bronx,350,2813.94,12438.07,21,168.84,15.7,2229
10475,Co-op City/Edenwald,Bronx,1837,4199.51,43743.21,176,402.35,18.12,10137
11004,Bellerose/Douglaston-Little Neck,Queens,624,3326.48,18758.55,68,362.5,13.08,4770
11101,Astoria (South)/Long Island City/Sunnyside,Queens,713,2025.33,35204.11,40,113.62,7.82,9122
11102,Astoria (North),Queens,695,2129.75,32632.92,80,245.15,9.97,6972
11103,Astoria (North)/Astoria (South),Queens,634,1732.92,36585.65,53,144.87,8.68,7300
11104,Sunnyside,Queens,543,2191.66,24775.7,42,169.52,9.68,5609
11105,Ditmars Steinway,Queens,540,1504.39,35894.88,43,119.79,7.77,6948
11106,Astoria (South),Queens,750,1939.77,38664.4,54,139.66,9.74,7700
11109,Long Island City,Queens,62,1222.72,5070.64,2,39.44,4.99,1243
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,804,1320.02,60908.15,95,155.97,5.28,15240
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2232,3041.19,73392.42,243,331.1,16.78,13299
11204,Bensonhurst/Mapleton,Brooklyn,2173,2739.45,79322.45,144,181.54,15.31,14197
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,806,1831.27,44013.21,50,113.6,9.21,8750
11206,Williamsburg (South),Brooklyn,1782,2084.29,85496.61,153,178.95,10.86,16415
11207,Cypress Hills/East New York,Brooklyn,2349,2634.69,89156.75,216,242.27,15.11,15549
11208,Cypress Hills/East New York,Brooklyn,2646,2767.56,95607.69,249,260.44,16.62,15919
11209,Bay Ridge/Fort Hamilton,Brooklyn,1238,1845.53,67081.12,115,171.43,9.74,12716
11210,Flatlands/Midwood,Brooklyn,1830,2727.71,67089.29,150,223.58,15.58,11745
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2309,2318.4,99594.67,138,138.56,10.08,22908
11212,Ocean Hill-Brownsville,Brooklyn,2086,2620.93,79589.99,235,295.26,15.66,13320
11213,Crown Heights (East),Brooklyn,1540,2390.34,64425.94,148,229.72,12.76,12068
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1705,1826.78,93333.46,183,196.07,12.37,13783
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,680,972.37,69932.3,46,65.78,4.88,13947
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,842,1516.09,55537.72,76,136.84,7.54,11160
11217,Boerum Hill/Park Slope,Brooklyn,683,1438.6,47476.67,86,181.14,7.41,9215
11218,Kensington/Windsor Terrace,Brooklyn,1883,2483.96,75806.47,137,180.72,12.95,14543
11219,Borough Park,Brooklyn,3250,3499.96,92858.07,235,253.07,15.74,20649
11220,Sunset Park,Brooklyn,1851,1880.14,98450,166,168.61,12.88,14376
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1515,1854.97,81672.44,147,179.99,10.14,14935
11222,Greenpoint,Brooklyn,524,1441.57,36349.16,34,93.54,5.72,9164
11223,Gravesend/Homecrest,Brooklyn,1868,2336.25,79957.11,144,180.1,14.02,13327
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1324,2976.13,44487.34,213,478.79,16.13,8210
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1250,2165.95,57711.49,140,242.59,11.22,11139
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2529,2552.96,99061.32,301,303.85,13.93,18153
11228,Bath Beach/Dyker Heights,Brooklyn,750,1696.25,44215.08,82,185.46,12.06,6221
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1930,2273.02,84909.16,151,177.84,10.98,17575
11230,Midwood,Brooklyn,2553,2863.21,89165.77,228,255.7,14.25,17913
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,464,1254.23,36994.7,34,91.91,5.98,7762
11232,Sunset Park,Brooklyn,614,2171.83,28271.09,42,148.56,12.32,4985
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1409,1953,72145.54,136,188.51,13.05,10801
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2406,2524.53,95304.8,195,204.61,15.45,15572
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2237,2812.42,79540.14,300,377.17,14.04,15931
11236,Canarsie,Brooklyn,2959,3055.33,96846.99,298,307.7,17.99,16448
11237,Bushwick/East Williamsburg,Brooklyn,1098,2165.86,50695.72,114,224.87,11.03,9959
11238,Clinton Hill/Prospect Heights,Brooklyn,882,1632.86,54015.79,104,192.54,6.78,13010
11239,East New York,Brooklyn,565,4551.55,12413.37,89,716.97,15.88,3558
11354,Flushing/Murray Hill,Queens,1380,2485.67,55518.32,296,533.16,11.66,11838
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1539,1923.41,80013.97,169,211.21,11.48,13404
11356,College Point,Queens,625,2679.79,23322.74,42,180.08,15.02,4162
11357,Whitestone,Queens,892,2231.36,39975.56,105,262.66,12.47,7154
11358,Auburndale/Murray Hill,Queens,626,1761.32,35541.5,43,120.99,9.76,6412
11360,Bayside (North),Queens,338,1791.85,18863.17,27,143.14,9.2,3673
11361,Bayside (North)/Bayside (South),Queens,488,1744.6,27971.99,58,207.35,10.25,4763
11362,Douglaston-Little Neck,Queens,350,1973.16,17738.01,36,202.95,11.17,3133
11363,Douglaston-Little Neck,Queens,109,1522.55,7159.03,5,69.84,9.54,1143
11364,Bayside (South)/Oakland Gardens,Queens,497,1437.97,34562.6,35,101.27,9.28,5353
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,927,2104.39,44050.79,67,152.1,12.31,7532
11366,Fresh Meadows/Hillcrest,Queens,413,2997.67,13777.39,28,203.23,16.42,2515
11367,Kew Gardens Hills/Pomonok,Queens,1134,2697.48,42039.24,67,159.37,14.34,7907
11368,Corona/North Corona,Queens,5011,4490.38,111594.1,445,398.77,19.79,25318
11369,Airport/East Elmhurst,Queens,1717,4708.98,36462.23,179,490.92,20.53,8363
11370,Jackson Heights/Rikers Island,Queens,1414,4316.42,32758.65,64,195.37,19.58,7221
11372,Jackson Heights,Queens,2754,4401.97,62562.88,257,410.79,17.05,16155
11373,Elmhurst,Queens,3456,3721.1,92875.81,297,319.78,16.38,21095
11374,Rego Park,Queens,1156,2749.26,42047.63,99,235.45,14.22,8128
11375,Forest Hills,Queens,1543,2187.01,70552.99,181,256.54,12.2,12644
11377,Woodside,Queens,2457,2841.5,86468.55,195,225.52,13.24,18552
11378,Maspeth,Queens,799,2309.69,34593.45,74,213.91,12.39,6448
11379,Middle Village,Queens,876,2420.19,36195.55,98,270.75,12.83,6828
11385,Glendale/Ridgewood,Queens,2398,2329.74,102929.91,142,137.96,13.48,17788
11411,Cambria Heights,Queens,723,3527.82,20494.26,50,243.97,20.12,3593
11412,St. Albans,Queens,1316,3344.61,39346.92,92,233.82,19.16,6867
11413,Laurelton/Rosedale,Queens,1403,3214.35,43647.97,103,235.98,19.36,7248
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,853,3017.81,28265.56,63,222.89,17.65,4834
11415,Kew Gardens,Queens,561,2916.67,19234.25,51,265.15,14.66,3828
11416,Ozone Park,Queens,766,2878.14,26614.42,55,206.65,17.94,4269
11417,Ozone Park,Queens,939,3002.82,31270.63,47,150.3,16.66,5637
11418,Richmond Hill,Queens,1193,3130.81,38105.16,106,278.18,17.37,6870
11419,Richmond Hill/South Ozone Park,Queens,1294,2544.8,50848.81,98,192.73,18.7,6921
11420,South Ozone Park,Queens,1457,3009.35,48415.71,107,221,18.86,7725
11421,Woodhaven,Queens,1287,3049.08,42209.49,103,244.02,17.64,7296
11422,Rosedale,Queens,1063,3152.28,33721.62,67,198.69,18.55,5729
11423,Hollis/Holliswood,Queens,1146,3576.65,32041.14,105,327.7,19.57,5855
11426,Bellerose,Queens,524,2573.26,20363.28,34,166.97,16.4,3195
11427,Bellerose/Hollis Hills/Holliswood,Queens,833,3588.6,23212.38,51,219.71,17.64,4722
11428,Queens Village,Queens,707,3658.01,19327.45,54,279.4,19.68,3593
11429,Queens Village,Queens,1022,3645.27,28036.33,75,267.51,19.06,5361
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,1949,3084.09,63195.4,254,401.93,17.16,11356
11433,Jamaica,Queens,1017,2822.2,36035.76,79,219.23,17.17,5922
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2225,3294.53,67536.11,197,291.7,18.5,12029
11435,Briarwood/Jamaica,Queens,1734,3007.08,57663.84,150,260.13,17.2,10084
11436,South Jamaica/South Ozone Park,Queens,576,2768.24,20807.42,46,221.07,18.1,3183
11691,Edgemere/Far Rockaway,Queens,2598,4011.8,64759.02,372,574.44,16.9,15370
11692,Arverne/Edgemere,Queens,680,3379.68,20120.24,93,462.22,15.1,4502
11693,Arverne/Broad Channel,Queens,348,2810.7,12381.27,29,234.22,16.02,2172
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,769,3777.8,20355.78,89,437.22,17.05,4510
11697,Breezy Point,Queens,113,3195.08,3536.69,4,113.1,7.8,1448
