"Date","Admit 0-17","Admit 18-44","Admit 45-64","Admit 65-74","Admit 75+","Admit All ages","Visit 0-17","Visit 18-44","Visit 45-64","Visit 65-74","Visit 75+","Visit All ages"
"2020-04-01",0.405345581,3.857926806,22.47029252,37.47579093,43.14639609,13.06147059,2.432073484,20.50636479,51.89567559,61.79214382,65.08524156,30.81411658
"2020-04-02",0.173719535,3.828250446,20.47617565,32.89859509,40.58686412,11.96606923,2.953232087,19.67542671,46.39969495,54.92635006,59.60053019,28.31374391
"2020-04-03",0.231626046,3.234723245,19.01706575,33.75681931,45.88875177,11.79937772,2.316260461,17.71678695,44.01648211,52.3516774,65.08524156,26.95639874
"2020-04-04",0.057906512,2.700548764,17.21749687,27.17710029,38.75862699,10.09674299,2.084634415,14.15562374,38.37459048,44.19854731,57.04099822,22.89626978
"2020-04-05",0.173719535,2.492814244,16.48794192,32.32644561,41.50098268,10.46584562,2.66369953,13.02792206,37.59639853,46.6301826,54.84711367,22.43191485
"2020-04-06",0.173719535,3.531486845,17.16885987,32.32644561,55.57840852,11.96606923,2.547886507,15.93620534,41.48735827,56.6427985,75.68901687,26.71826801
"2020-04-07",0.231626046,3.264399605,16.7311269,34.18593142,45.70592806,11.27549011,2.547886507,13.79950742,38.22867949,52.92382688,66.54783125,24.15836265
"2020-04-08",0.115813023,3.590839566,17.46068185,30.75303454,45.34028063,11.25167704,1.563475811,13.41371474,37.30457655,47.34536945,61.79441474,22.81292402
"2020-04-09",0.173719535,2.611519684,13.81290709,28.03532451,44.7918095,9.715733821,1.563475811,11.18798774,29.76584204,45.48588364,61.06311989,19.86010296
"2020-04-10",0.173719535,2.196050643,12.98607815,26.03280133,43.3292198,9.084687384,2.084634415,10.38672602,27.72308818,42.91121098,56.67535079,18.64563623
"2020-04-11",0.405345581,1.899287043,10.01922134,19.88219442,34.55368161,7.20345461,1.389756276,8.220351733,22.7621145,34.04289405,45.88875177,14.97842297
"2020-04-12",0.173719535,1.661876163,9.921947348,19.88219442,30.71438366,6.786725831,1.91091488,7.241031851,20.71936064,30.89607191,41.13533525,13.62107781
"2020-04-13",0.115813023,1.988316123,10.74877629,22.59990445,37.47886101,7.774968364,1.331849765,9.407406135,23.39439546,34.04289405,49.91087344,15.85950668
"2020-04-14",0.057906512,2.107021563,10.31104332,19.88219442,38.57580328,7.54874417,1.216036742,9.051289814,21.49755259,31.8973335,50.27652086,15.07367527
"2020-04-15",0.115813023,1.750905243,8.36556345,17.45055913,34.18803419,6.453342808,1.331849765,7.834559052,20.23299067,26.1758387,43.3292198,13.37104054
"2020-04-16",0.057906512,1.424465282,7.198275527,17.87967124,25.412496,5.488913348,1.331849765,6.46944649,16.29339393,26.31887607,35.28497646,11.34692933
"2020-04-17",0.057906512,1.899287043,8.268289456,18.73789546,31.08003108,6.381903588,1.042317207,7.359737291,18.72524377,25.74672659,38.94145071,12.43042415
"2020-04-18",0.057906512,1.068348962,5.739165623,14.87588647,20.29343206,4.405418522,0.926504184,5.786890209,14.68837303,23.45812867,26.8750857,9.810986114
"2020-04-19",0.115813023,1.276083482,5.787802619,11.4429896,17.73390009,4.060128962,1.15813023,5.252715728,12.30516019,16.73537228,25.04684858,8.382201728
"2020-04-20",0.057906512,1.068348962,6.420083578,14.44677436,22.67014032,4.691175399,1.389756276,5.490126609,14.29927706,20.31130653,31.26285479,9.715733821
"2020-04-21",0.231626046,0.682556281,4.766425687,13.58855014,23.58425888,4.155381254,1.331849765,5.044981208,11.77015323,21.02649338,30.71438366,8.929902409
"2020-04-22",0.173719535,1.038672602,5.350069648,9.440466416,16.81978153,3.643400183,1.505569299,4.748217607,13.22926313,15.44803595,22.4873166,8.20360368
"2020-04-23",0.057906512,0.860614441,4.231418722,9.583503786,16.81978153,3.286204087,1.042317207,5.074657568,10.89468728,14.87588647,23.03578774,7.655902999
"2020-04-24",0,0.593527201,4.377329712,9.154391676,19.3793135,3.333830233,1.042317207,4.243719487,11.13787227,14.7328491,26.32661456,7.58446378
"2020-04-25",0.115813023,0.830938081,2.57776083,6.722756387,12.98048357,2.393213846,1.042317207,4.006308606,7.976467475,12.73032592,16.4541341,5.905642127
"2020-04-26",0.057906512,0.474821761,2.966856805,7.151868497,12.79765986,2.357494236,1.15813023,3.590839566,6.906453546,9.297429046,15.72283925,5.167436861
"2020-04-27",0.115813023,0.860614441,3.745048754,7.724017977,16.4541341,3.00044721,1.563475811,4.362424927,9.824673354,13.15943803,22.12166918,7.012950025
"2020-04-28",0.057906512,0.712232641,3.50186377,8.153130087,15.54001554,2.845662234,1.447662788,4.095337686,8.900570415,13.15943803,20.84190319,6.572408173
"2020-04-29",0.173719535,0.474821761,4.134144728,7.437943237,11.15224645,2.58371843,1.100223719,3.768897726,8.949207412,10.44172801,16.27131039,5.85801598
"2020-04-30",0.057906512,0.474821761,2.28593885,5.292382688,9.324009324,1.809793555,1.216036742,3.145694165,6.711905559,9.011354306,11.70071758,4.667362326
"2020-05-01",0.173719535,0.830938081,2.626397827,5.149345318,12.24918872,2.238428871,1.563475811,3.768897726,6.663268562,10.44172801,15.54001554,5.346034909
"2020-05-02",0.057906512,0.504498121,2.042753866,5.435420058,11.15224645,1.893139311,1.15813023,2.670872404,5.350069648,7.437943237,14.26024955,4.167287791
"2020-05-03",0.057906512,0.504498121,2.480486837,4.005046358,9.506833036,1.774073945,1.447662788,2.225727003,5.544617635,7.151868497,12.06636501,3.92915706
"2020-05-04",0.115813023,0.623203561,2.480486837,6.150606908,10.96942273,2.107456969,1.216036742,3.857926806,7.344186517,10.0126159,15.17436812,5.417474128
"2020-05-05",0.057906512,0.474821761,1.896842875,3.432896879,8.044243338,1.476410532,1.389756276,3.472134125,5.106884664,7.294905867,12.06636501,4.322072766
"2020-05-06",0.115813023,0.652879921,2.334575846,5.006307948,8.409890763,1.821700091,2.489979995,3.116017805,5.641891629,9.583503786,12.61483614,4.762614618
"2020-05-07",0.231626046,0.445145401,1.410472907,4.005046358,5.484711367,1.262092874,1.505569299,2.433461524,4.620514696,7.867055347,10.4209516,3.750559012
"2020-05-08",0.115813023,0.385792681,2.091390862,3.575934249,6.216006216,1.393064776,1.91091488,2.789577844,5.787802619,7.724017977,10.60377531,4.262540083
"2020-05-09",0.115813023,0.474821761,1.264561917,2.002523179,5.850358792,1.071588289,1.91091488,2.403785164,3.745048754,5.006307948,9.141185612,3.286204087
"2020-05-10",0.347439069,0.415469041,1.07001393,2.860747399,5.301887655,1.083494826,2.200447438,1.928963403,3.453226773,5.006307948,7.678595914,2.988540673
"2020-05-11",0.057906512,0.26708724,2.480486837,2.431635289,7.861419626,1.440690922,2.316260461,2.403785164,5.544617635,4.863270578,11.15224645,3.92915706
"2020-05-12",0.115813023,0.445145401,1.21592492,3.862008988,4.570592806,1.119214435,2.258353949,2.255403363,3.210041789,6.293644278,7.678595914,3.179045258
"2020-05-13",0.347439069,0.356116321,1.896842875,3.575934249,5.484711367,1.333532093,2.547886507,2.522490604,4.620514696,5.864532168,8.409890763,3.702932866
"2020-05-14",0.173719535,0.356116321,1.702294888,3.289859509,6.033182504,1.262092874,2.084634415,2.878606924,4.815062683,7.580980607,10.05530417,4.048222426
"2020-05-15",0.231626046,0.385792681,1.896842875,3.575934249,5.850358792,1.34543863,2.084634415,2.641196044,4.571877699,6.293644278,10.60377531,3.821998231
"2020-05-16",0.405345581,0.326439961,1.07001393,2.860747399,4.022121669,0.976335997,2.721606041,1.691552523,3.112767795,5.435420058,6.033182504,2.845662234
"2020-05-17",0.115813023,0.23741088,1.167287923,2.717710029,4.753416518,0.940616387,1.563475811,1.810257963,3.161404792,4.863270578,7.130124777,2.690877259
"2020-05-18",0.289532558,0.17805816,1.313198914,2.288597919,5.484711367,1.00014907,1.968821392,1.869610683,3.939596741,4.577195838,9.324009324,3.107606038
"2020-05-19",0.173719535,0.326439961,0.875465942,2.288597919,3.656474245,0.809644485,2.605793018,1.988316123,2.820945814,4.577195838,6.947301065,2.857568771
"2020-05-20",0.173719535,0.2967636,1.459109904,1.430373699,4.93624023,0.952522924,2.142540926,1.839934323,3.696411757,3.289859509,7.495772202,2.845662234
"2020-05-21",0.115813023,0.326439961,1.313198914,2.717710029,4.753416518,1.012055606,2.258353949,1.899287043,3.307315783,5.292382688,8.044243338,3.00044721
"2020-05-22",0.405345581,0.2967636,1.313198914,1.573411069,4.387769094,0.940616387,2.258353949,1.454141642,3.64777476,3.289859509,7.312948489,2.690877259
"2020-05-23",0.289532558,0.326439961,0.486369968,2.431635289,3.839297957,0.762018339,2.374166972,1.632199803,2.820945814,4.005046358,6.216006216,2.571811894
"2020-05-24",0.405345581,0.26708724,1.021376933,1.859485809,3.29082682,0.809644485,2.026727903,1.483818002,2.334575846,3.289859509,4.753416518,2.166989651
"2020-05-25",0.289532558,0.23741088,0.924102939,2.431635289,3.108003108,0.785831412,2.489979995,1.543170722,2.820945814,4.863270578,3.656474245,2.464653065
"2020-05-26",0.231626046,0.415469041,1.021376933,2.431635289,4.022121669,0.928709851,2.026727903,1.661876163,2.57776083,5.292382688,7.130124777,2.61943804
"2020-05-27",0.057906512,0.20773452,0.778191949,2.574672659,3.656474245,0.738205266,1.505569299,1.661876163,2.237301853,5.149345318,5.301887655,2.297961553
"2020-05-28",0.115813023,0.2967636,1.118650926,1.573411069,4.570592806,0.845364095,1.389756276,1.839934323,3.355952779,3.432896879,6.033182504,2.524185748
"2020-05-29",0.289532558,0.2967636,1.896842875,1.716448439,3.108003108,0.988242533,1.737195345,1.899287043,2.626397827,3.146822139,5.667535079,2.393213846
"2020-05-30",0.347439069,0.11870544,0.583643962,2.145560549,5.667535079,0.809644485,1.737195345,1.335436202,2.188664856,3.718971619,8.409890763,2.286055017
"2020-05-31",0.173719535,0.11870544,0.875465942,1.287336329,2.925179396,0.595326827,1.505569299,1.068348962,1.605020894,2.431635289,4.753416518,1.643102043
"2020-06-01",0.289532558,0.17805816,0.583643962,1.573411069,2.559531971,0.571513754,2.547886507,1.483818002,2.334575846,3.432896879,6.033182504,2.369400773
"2020-06-02",0.115813023,0.1483818,0.826828946,1.573411069,4.022121669,0.678672583,1.273943253,1.454141642,2.140027859,3.575934249,6.398829928,2.083643895
"2020-06-03",0.173719535,0.17805816,1.21592492,1.859485809,5.119063943,0.892990241,1.216036742,1.305759842,2.626397827,2.860747399,8.044243338,2.178896188
"2020-06-04",0.231626046,0.23741088,0.972739936,2.860747399,4.753416518,0.928709851,1.795101857,1.721228883,2.869582811,4.863270578,8.044243338,2.690877259
"2020-06-05",0.115813023,0.26708724,0.729554952,2.431635289,4.387769094,0.797737949,2.084634415,1.572847082,2.43184984,4.863270578,7.495772202,2.547998821
"2020-06-06",0,0.23741088,0.924102939,3.146822139,2.193884547,0.726298729,1.389756276,1.157378042,2.237301853,4.148083728,4.204945381,1.916952384
"2020-06-07",0,0.1483818,0.972739936,1.716448439,2.011060835,0.571513754,2.547886507,1.068348962,2.480486837,2.860747399,3.656474245,2.036017749
"2020-06-08",0.347439069,0.1483818,0.778191949,1.859485809,4.204945381,0.750111802,2.605793018,1.008996242,1.994116869,3.718971619,6.033182504,2.131270042
"2020-06-09",0,0.23741088,0.924102939,3.003784769,3.29082682,0.785831412,1.968821392,1.483818002,2.091390862,4.577195838,5.667535079,2.262241944
"2020-06-10",0.289532558,0.17805816,1.118650926,1.430373699,3.839297957,0.773924875,2.316260461,1.424465282,2.529123834,2.860747399,6.033182504,2.297961553
"2020-06-11",0.115813023,0.11870544,0.826828946,1.573411069,3.473650532,0.631046437,2.200447438,0.979319882,2.042753866,3.862008988,5.850358792,2.047924286
"2020-06-12",0.057906512,0.23741088,0.778191949,1.859485809,4.387769094,0.738205266,1.563475811,1.068348962,2.091390862,2.145560549,6.764477353,1.881232774
"2020-06-13",0.231626046,0.1483818,0.583643962,1.430373699,3.656474245,0.607233364,1.679288834,1.127701682,1.556383898,3.003784769,6.398829928,1.845513165
"2020-06-14",0,0.08902908,0.924102939,1.14429896,3.108003108,0.559607218,1.679288834,0.801261721,1.750931885,2.145560549,5.850358792,1.65500858
"2020-06-15",0.289532558,0.20773452,0.535006965,2.002523179,2.193884547,0.583420291,2.084634415,1.038672602,1.896842875,3.146822139,4.204945381,1.845513165
"2020-06-16",0.057906512,0.2967636,1.167287923,0.57214948,2.193884547,0.607233364,1.331849765,1.424465282,2.43184984,2.574672659,4.570592806,1.952671993
"2020-06-17",0.231626046,0.20773452,0.972739936,2.002523179,3.29082682,0.750111802,1.795101857,1.246407122,2.188664856,3.575934249,5.119063943,2.036017749
"2020-06-18",0.463252092,0.2967636,0.826828946,1.14429896,3.473650532,0.738205266,1.737195345,1.187054402,1.556383898,2.717710029,5.850358792,1.821700091
"2020-06-19",0.289532558,0.11870544,1.118650926,2.574672659,4.204945381,0.869177168,1.621382322,1.157378042,2.140027859,4.577195838,6.033182504,2.095550432
"2020-06-20",0.173719535,0.05935272,0.583643962,1.716448439,4.204945381,0.6191399,1.331849765,1.127701682,1.605020894,4.148083728,5.484711367,1.821700091
"2020-06-21",0.115813023,0.356116321,0.291821981,1.430373699,1.462589698,0.452448389,2.316260461,1.335436202,1.313198914,2.574672659,2.925179396,1.738354336
"2020-06-22",0.173719535,0.2967636,1.07001393,1.859485809,3.656474245,0.809644485,1.853008369,1.305759842,2.772308818,3.146822139,5.667535079,2.214615797
"2020-06-23",0,0.20773452,1.118650926,2.145560549,2.742355684,0.714392193,1.621382322,1.454141642,1.848205878,3.146822139,4.204945381,1.905045847
"2020-06-24",0.057906512,0.26708724,1.07001393,1.00126159,3.839297957,0.714392193,2.200447438,1.513494362,2.188664856,1.716448439,4.753416518,2.047924286
"2020-06-25",0.115813023,0.2967636,0.680917955,2.002523179,3.839297957,0.726298729,2.026727903,1.691552523,1.653657891,3.146822139,5.667535079,2.131270042
"2020-06-26",0.173719535,0.11870544,0.778191949,0.71518685,2.742355684,0.511981071,1.737195345,1.424465282,2.091390862,1.573411069,5.301887655,1.916952384
"2020-06-27",0.173719535,0.08902908,0.826828946,1.00126159,3.656474245,0.595326827,2.895325576,1.216730762,1.945479872,1.859485809,4.93624023,2.036017749
"2020-06-28",0.173719535,0.20773452,0.535006965,0.71518685,2.011060835,0.440541852,2.142540926,1.543170722,1.459109904,1.716448439,3.473650532,1.785980482
"2020-06-29",0,0.2967636,0.486369968,1.430373699,5.301887655,0.702485656,1.563475811,1.632199803,1.750931885,2.860747399,6.216006216,2.047924286
"2020-06-30",0.115813023,0.23741088,0.632280958,2.574672659,3.473650532,0.714392193,1.563475811,1.602523442,1.313198914,4.434158468,4.387769094,1.940765457
"2020-07-01",0.115813023,0.326439961,1.021376933,1.287336329,4.387769094,0.797737949,2.084634415,1.483818002,2.334575846,2.574672659,5.850358792,2.190802724
"2020-07-02",0.057906512,0.1483818,0.924102939,2.145560549,3.473650532,0.702485656,1.968821392,1.632199803,2.43184984,4.434158468,5.301887655,2.369400773
"2020-07-03",0.057906512,0.326439961,0.632280958,1.430373699,3.473650532,0.642952973,2.200447438,1.928963403,2.042753866,1.716448439,4.022121669,2.131270042
"2020-07-04",0.115813023,0.17805816,1.07001393,2.002523179,3.839297957,0.773924875,2.374166972,1.038672602,2.091390862,3.146822139,5.301887655,2.024111213
"2020-07-05",0.173719535,0.20773452,0.680917955,1.859485809,3.473650532,0.666766047,2.142540926,1.543170722,2.140027859,3.432896879,5.301887655,2.214615797
"2020-07-06",0.057906512,0.26708724,1.21592492,1.859485809,2.559531971,0.738205266,2.779512553,1.483818002,2.383212843,3.146822139,6.033182504,2.405120382
"2020-07-07",0.115813023,0.385792681,0.924102939,1.716448439,3.473650532,0.773924875,2.953232087,1.928963403,2.57776083,3.432896879,5.484711367,2.65515765
"2020-07-08",0.231626046,0.415469041,0.729554952,2.002523179,3.108003108,0.762018339,2.432073484,1.661876163,1.945479872,3.432896879,4.570592806,2.226522334
"2020-07-09",0.115813023,0.17805816,0.535006965,1.14429896,2.011060835,0.452448389,2.142540926,1.632199803,2.042753866,2.860747399,3.108003108,2.036017749
"2020-07-10",0.115813023,0.26708724,1.118650926,1.14429896,2.376708259,0.65485951,1.91091488,1.721228883,2.43184984,2.431635289,3.839297957,2.131270042
"2020-07-11",0,0.26708724,1.021376933,1.573411069,2.742355684,0.666766047,1.853008369,1.394788922,2.042753866,2.145560549,3.839297957,1.869326238
"2020-07-12",0.173719535,0.17805816,0.680917955,1.716448439,1.828237122,0.535794145,2.605793018,1.454141642,1.653657891,3.289859509,3.656474245,2.036017749
"2020-07-13",0.173719535,0.20773452,1.21592492,1.287336329,3.108003108,0.726298729,3.416484179,2.166374283,2.820945814,3.146822139,5.119063943,2.857568771
"2020-07-14",0,0.05935272,0.972739936,0.85822422,5.301887655,0.678672583,2.026727903,1.988316123,2.237301853,2.002523179,7.312948489,2.405120382
"2020-07-15",0.231626046,0.2967636,1.167287923,0.85822422,3.473650532,0.750111802,2.547886507,1.839934323,2.529123834,1.716448439,6.033182504,2.417026919
"2020-07-16",0.347439069,0.385792681,0.875465942,1.14429896,4.204945381,0.809644485,2.374166972,2.136697923,1.945479872,2.002523179,6.947301065,2.440839992
"2020-07-17",0,0.385792681,0.729554952,2.145560549,3.473650532,0.738205266,2.374166972,2.196050643,2.334575846,3.718971619,4.387769094,2.536092284
"2020-07-18",0.115813023,0.11870544,1.21592492,2.288597919,4.93624023,0.881083704,3.011138599,1.543170722,2.091390862,3.432896879,6.033182504,2.428933455
"2020-07-19",0,0.2967636,0.729554952,1.430373699,2.193884547,0.559607218,1.100223719,1.928963403,2.140027859,2.860747399,3.473650532,1.988391603
"2020-07-20",0.057906512,0.26708724,0.583643962,2.145560549,4.753416518,0.750111802,2.432073484,1.602523442,2.626397827,3.718971619,6.216006216,2.500372675
"2020-07-21",0.173719535,0.356116321,0.924102939,1.859485809,3.839297957,0.809644485,3.358577668,1.810257963,1.896842875,3.003784769,5.301887655,2.476559602
"2020-07-22",0.057906512,0.1483818,1.021376933,1.573411069,4.022121669,0.714392193,2.432073484,1.572847082,2.626397827,2.860747399,6.216006216,2.417026919
